ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default.payment.next.month
216,70000,1,1,2,38,3,0,1,-1,1,0,52321,54043,57971,62979,56403,59623,11641,21589,15010,28595,26719,17439,1
217,120000,1,2,2,22,-1,-1,0,2,0,0,45601,44446,43696,38093,39568,38635,23283,12866,6832,20350,27662,18382,0
218,170000,2,2,1,37,0,0,1,1,2,0,211187,216679,244348,306956,343233,387288,11787,16846,26421,77192,57491,114795,0
219,60000,1,2,2,31,0,-1,0,-1,0,0,26028,25346,22540,22827,20162,19625,16564,16215,15717,18607,8221,7121,0
220,300000,1,1,1,32,-1,-1,-1,-1,-1,-1,45118,46337,44442,51958,39900,30717,35656,38541,36357,29214,28792,20121,0
221,70000,1,2,2,31,0,0,-1,0,-1,-1,18951,18888,18867,19245,16879,18507,8172,10420,11616,12764,9509,9889,0
222,160000,2,2,1,32,0,0,0,0,0,0,39631,47102,39144,49724,36782,36441,10845,24188,17807,29103,12919,24328,0
223,450000,1,2,1,38,0,-1,0,0,0,-1,161140,128210,135591,133439,128237,128265,90852,77533,60485,35879,81038,58606,0
224,90000,2,2,1,42,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
225,100000,2,2,1,43,0,0,0,0,0,0,43874,48162,38057,44664,43762,38469,17948,24364,20299,24546,32067,23526,0
226,80000,2,2,2,66,0,-1,0,-1,-1,-1,45041,49717,57302,67953,56725,54668,22227,38422,21293,35869,30157,37363,0
227,60000,2,3,2,36,5,3,3,1,2,4,62995,73468,80531,93206,99186,89342,1260,1469,1611,1864,1984,1787,1
228,60000,2,1,2,46,5,2,3,2,1,0,56538,58215,46809,41320,42725,38887,17047,1164,3967,9718,4855,1634,1
229,180000,1,2,1,30,-1,-1,0,0,0,-1,4818,5046,4866,5206,6033,7026,4050,5046,3313,4372,3632,6358,0
230,120000,1,2,1,27,-1,-1,-1,-1,0,0,29598,30235,32061,37401,35638,35799,14715,25186,14799,28416,20016,19057,0
231,160000,1,2,1,31,-1,-1,-1,-1,-1,-1,10900,11729,12233,11592,9412,8235,9582,11729,10410,9324,7539,7232,0
232,110000,2,1,1,27,-1,0,-1,-1,0,0,18067,19408,19907,18072,20367,21880,13040,13410,17859,15459,15652,18777,0
233,100000,1,2,1,45,1,-1,0,0,0,-1,28232,32826,35028,39776,38175,34627,13234,15794,12846,24311,12453,13304,0
234,90000,2,2,2,51,1,1,2,0,0,0,52926,58113,57567,63263,64478,58676,21491,1666,12640,15810,21022,9453,0
235,120000,2,1,2,41,-1,-1,-1,-1,-1,-1,59246,60315,65412,71469,71339,74949,41143,60019,51260,62076,43529,48687,0
236,100000,2,2,1,35,-1,-1,-1,-1,0,-1,10874,10851,11808,9407,9542,8888,8031,6487,11177,6601,7068,8585,0
237,220000,1,3,3,36,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,100000,2,2,2,38,-1,-1,0,0,-1,0,13871,14931,18189,19860,20883,20937,7217,10725,9880,14878,11683,13859,0
239,170000,2,1,1,51,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
240,150000,1,1,1,44,-1,-1,-1,0,-1,0,15209,14337,15598,15662,16089,19469,11634,10579,10294,13522,8062,16363,0
241,300000,1,2,2,52,-1,-1,0,0,-1,-1,68689,60405,38400,37727,35350,36204,59329,52286,33467,29890,33557,28640,0
242,60000,2,3,2,33,-1,-1,0,-1,0,-1,13538,14067,13657,13235,12287,13343,10522,8065,10788,8905,7802,6959,1
243,140000,2,2,2,34,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
244,170000,1,2,1,38,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
245,120000,1,1,1,28,0,4,4,-1,0,2,123334,143500,151749,138236,144091,148274,2467,2870,3035,2765,2882,2965,1
246,100000,2,1,2,43,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,240000,2,2,1,30,-1,-1,-1,0,-1,0,64219,65401,69106,64285,71526,73837,48587,65401,59135,57176,63573,56670,0
248,30000,2,2,2,24,4,1,2,1,2,-1,27202,31839,32424,35826,33620,36894,7248,637,648,2268,5916,9259,1
249,70000,1,2,2,55,6,6,5,1,1,1,97677,95762,86664,92812,69243,82655,1954,1915,1733,1856,1385,1653,0
250,310000,2,1,1,47,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
251,110000,2,1,1,40,-1,-1,-1,0,0,0,29221,29934,27847,23868,23719,20253,12259,26887,23362,19344,14927,14722,0
252,80000,2,1,2,43,1,-1,0,-1,0,0,50172,59250,60583,54486,59866,64104,28046,27680,34865,21768,27423,23278,0
253,140000,2,2,2,42,4,1,3,1,1,1,150203,122506,130016,151814,162119,143589,4527,29234,2600,3036,3242,2872,1
254,120000,1,1,1,34,-1,-1,-1,-1,1,-1,16287,20282,21717,21100,22409,26799,15530,17054,13491,18758,21158,22683,0
255,50000,2,2,2,51,-1,0,0,0,-1,0,10568,9902,8696,10840,10270,9190,6212,6004,6421,6024,6234,4506,0
256,140000,2,1,2,48,0,1,1,1,0,0,80427,91002,111722,114959,105845,126422,25326,30947,34475,32708,24398,31310,0
257,70000,2,1,1,42,0,2,1,0,1,0,24297,24215,23821,23544,20215,24194,11509,10066,12291,9077,8663,11858,0
258,170000,2,1,1,22,-1,-1,1,0,-1,1,26247,31308,36441,35928,31052,33337,19688,17508,27399,21256,19172,21066,0
259,180000,2,2,2,23,-1,-1,0,0,0,0,48351,55174,62584,77018,71546,59852,29534,39569,46215,49582,36387,32612,0
260,270000,1,1,2,40,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,150000,1,2,1,47,-1,-1,0,0,0,1,17756,18968,19024,16257,19306,22446,11831,8360,7669,9087,8662,13354,1
262,170000,2,2,1,25,0,-1,-1,0,0,-1,20571,19883,24205,25232,24994,27839,15759,15353,11569,19007,12199,20205,0
263,100000,1,3,1,45,0,1,1,0,-1,-1,45560,39685,41345,52364,52077,37225,22675,23895,22314,31496,25785,20278,0
264,220000,2,2,1,30,-1,-1,-1,-1,0,0,76863,76676,91349,89654,95540,104371,42590,63559,57526,55555,52604,69607,0
265,180000,1,2,1,39,0,0,0,0,2,-1,72301,69908,66864,67069,87081,106258,18243,26095,26497,30063,36453,53378,0
266,160000,1,1,2,34,3,2,1,0,0,0,69076,59774,52701,58972,58788,59591,19330,4130,14522,2353,11434,13497,1
267,170000,1,2,1,31,-1,0,-1,0,-1,0,59203,55099,56441,51157,53144,58080,28950,15375,30917,19123,31300,33679,0
268,70000,2,2,1,34,0,2,0,0,0,0,30109,30656,28252,29210,30254,29363,18455,12518,11036,14336,16284,10437,1
269,220000,1,2,2,40,1,-1,0,1,1,0,79316,99006,114661,114496,134921,145128,37855,38065,43475,38263,77142,62767,0
270,160000,2,3,1,48,0,0,-1,-1,-1,-1,100090,100171,125396,127564,132641,159538,46273,62997,85792,74899,51767,99627,0
271,30000,1,1,1,30,-1,-1,-1,0,1,0,9683,8306,7510,7210,8062,9304,9157,5477,5346,7210,5320,7936,0
272,230000,2,2,2,32,-1,-1,0,0,0,-1,52445,49306,44188,51539,38765,39114,23072,21134,20679,29456,20805,18571,0
273,100000,2,1,1,40,-1,0,0,0,-1,0,38703,38403,37653,32795,38440,39769,24386,19667,19478,19396,29935,20170,0
274,90000,2,2,1,40,2,4,2,2,2,2,79729,82102,83130,83981,60443,73622,1595,1642,13249,1680,1209,1472,0
275,70000,2,2,1,27,2,2,2,1,0,0,51174,53380,45516,41322,44099,45168,1814,6813,7727,7457,882,12789,0
276,160000,2,3,2,21,0,-1,2,-1,1,1,84084,97778,104635,92623,97748,78459,29701,51926,43743,42148,42048,29637,1
277,150000,2,2,1,24,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,120000,1,2,2,30,-1,-1,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,30000,1,1,1,35,1,0,1,0,2,1,24655,28844,25018,27187,28088,28800,6596,577,518,5463,8996,2927,1
280,270000,2,1,0,43,0,-1,0,0,-1,-1,107842,114510,138725,129168,121847,101544,43409,53539,73620,40068,61223,47698,1
281,90000,2,2,2,22,0,1,0,1,-1,2,49310,52586,45117,44505,48682,52354,29616,19529,21162,11548,24388,19581,1
282,80000,2,1,1,33,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,410000,2,2,2,49,1,2,0,2,1,2,206476,262241,293899,303114,299619,277491,51698,93054,87863,112816,113752,139590,0
284,190000,1,2,1,30,2,0,1,0,0,1,90564,82687,85549,100309,91539,105201,45172,48217,41848,34321,44093,28319,0
285,100000,1,2,1,46,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
286,50000,2,1,1,43,-1,0,0,-1,-1,0,4651,3583,2918,2649,2687,2531,3322,2384,1681,1564,1828,1508,0
287,100000,2,2,2,47,0,0,-1,1,1,0,42621,35503,41810,47167,40098,49016,17132,8866,24217,21480,17918,20776,0
288,240000,2,2,1,29,0,-1,0,0,0,0,69284,68130,62809,56960,51517,46262,51872,36134,44000,32414,40374,21131,0
289,60000,2,1,1,35,0,-1,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
290,100000,1,1,2,31,0,-1,-1,0,0,-1,25166,25360,18367,17485,18425,18275,14761,12341,13021,9471,11990,10195,0
291,230000,1,2,3,46,0,-1,-1,-1,-1,0,20562,19422,21234,20638,24247,23198,9028,7293,12155,18124,15769,14164,0
292,40000,1,2,2,35,0,0,2,0,0,2,12201,12980,13155,14152,10963,9819,6732,4280,7023,7849,6191,3723,0
293,50000,1,2,2,35,3,1,4,0,1,0,42103,44867,42824,43581,47653,54069,15031,13864,856,10002,8252,2663,1
294,130000,2,3,1,21,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
295,90000,2,2,1,21,0,-1,0,0,-1,-1,32051,37912,30346,30763,30244,30040,19388,30894,22158,15858,22326,15364,0
296,130000,2,3,1,44,1,-1,0,-1,0,-1,54943,54894,44076,42531,48031,50981,13420,33017,14121,19792,24846,17221,0
297,30000,2,3,2,43,1,0,2,0,2,2,13181,13073,12575,13150,12843,13576,7022,7675,5259,6375,4863,7277,1
298,160000,1,1,2,37,-1,-1,-1,-1,-1,-1,81414,76969,61582,71465,64379,55708,53652,54001,45509,49568,27337,52276,0
299,120000,2,1,2,60,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
300,130000,1,2,2,33,0,1,1,0,1,0,59036,59269,55488,39986,29832,31277,25464,27971,35521,15599,13044,4489,0
301,40000,1,3,2,42,1,3,1,3,0,0,30881,29014,32439,30611,36123,39848,2113,8040,649,612,4972,10369,1
302,60000,2,2,2,40,-1,0,-1,-1,-1,-1,13091,11673,11300,9663,10121,10935,13091,10424,9936,9663,8415,10935,0
303,70000,2,1,1,44,0,1,-1,0,1,0,40620,43373,38271,42967,40331,37058,14738,12744,20138,10493,5298,11156,0
304,110000,1,1,2,42,-1,0,0,-1,-1,-1,51810,47636,54187,60954,63173,49650,35423,27563,43051,48084,42817,32592,0
305,90000,2,3,2,25,-1,0,-1,0,-1,1,3522,3521,2900,2930,3203,3001,2323,1373,1662,1774,1386,1318,0
306,60000,2,1,1,26,-1,-1,0,-1,0,2,6148,6203,6234,6437,5885,5566,6148,5402,5642,4485,5885,4807,1
307,60000,1,3,1,34,-1,-1,-1,-1,-1,1,23523,23549,20500,23900,17833,18076,17747,17491,9818,18874,11265,7415,0
308,60000,2,2,2,41,0,1,0,0,2,0,33808,37778,38636,32669,33363,27583,676,10121,773,8233,3027,2950,0
309,310000,1,3,2,52,0,0,-1,1,2,0,195041,167608,203675,208209,162872,186325,84305,105397,92237,94932,73132,94248,1
310,140000,2,1,2,42,0,4,3,0,1,1,108696,90495,98711,93149,83028,88698,2174,1810,7891,1863,1661,19894,1
311,90000,2,3,2,32,2,3,0,1,-1,0,71923,65950,65088,63704,59727,57047,1438,23813,18676,2623,5732,10802,1
312,100000,2,2,1,34,2,1,1,0,0,-1,47739,45557,44500,38391,39893,43788,18607,10040,25267,13416,18384,19888,0
313,160000,2,2,1,43,4,3,1,0,1,0,173173,169894,189612,170465,176158,169369,29947,11716,6385,3409,17197,10269,1
314,100000,1,1,1,32,0,0,-1,1,0,0,34081,34316,30183,35395,35592,34487,13291,1957,19801,10777,11076,18798,0
315,100000,1,1,1,42,3,0,1,0,3,0,49827,47896,49837,54577,55016,54840,6364,4172,22077,20454,7797,8091,1
316,60000,2,1,1,21,-1,-1,0,-1,0,0,16113,17993,17260,17552,20970,24176,12334,12348,11704,10521,15030,17251,0
317,200000,1,2,2,25,-1,-1,1,0,-1,-1,73112,61883,71476,67999,78584,80197,45126,36779,34737,41101,35582,55280,0
318,90000,1,1,2,40,-1,-1,-1,-1,-1,0,2773,2632,2461,2314,2340,2180,2244,1633,1589,1620,2021,1649,0
319,60000,2,2,1,55,1,1,1,1,2,0,58472,53648,57094,68095,67022,55943,17716,10851,18269,24362,20566,12391,1
320,130000,1,1,1,30,-1,-1,-1,-1,0,0,5311,6264,5913,5465,6122,6391,4827,6264,5718,5337,5043,5383,0
321,240000,2,2,1,40,0,-1,0,0,0,0,143368,134877,169100,194745,190873,145921,75867,47484,54369,64003,87254,74687,0
322,130000,2,1,1,48,0,-1,0,-1,-1,-1,23793,29860,26860,25066,25055,23672,20512,15216,13845,13843,14145,13186,0
323,50000,2,3,2,39,4,0,0,3,0,0,31866,35405,31022,30482,28105,29511,13319,20680,4284,5817,6647,6592,1
324,80000,2,1,1,35,0,1,1,-1,3,2,50197,47639,49530,58776,50024,41138,12170,15892,15842,26622,11318,26280,0
325,120000,2,3,1,48,3,4,2,0,1,0,104530,92445,79538,78673,97893,97821,13397,12064,13991,1573,18095,6720,1
326,140000,2,2,2,24,1,0,-1,1,2,0,109979,114336,94120,95699,108106,81783,48400,58326,31601,48806,32695,17222,0
327,110000,2,1,1,21,-1,-1,-1,-1,0,-1,5462,6277,6531,6793,7274,7605,5392,6277,4556,6793,6222,6263,0
328,40000,2,3,1,23,0,0,-1,0,0,0,16860,12914,10608,11776,12394,11798,8336,7528,6258,4522,7997,6923,0
329,140000,2,1,2,21,-1,-1,-1,-1,-1,-1,15181,13866,13752,13003,10019,8332,15181,11140,13176,10347,8551,7310,0
330,150000,2,2,2,27,0,-1,0,-1,-1,0,30849,26870,30806,25794,20939,21170,20305,20120,18625,17717,15946,13868,0
331,100000,2,2,2,34,2,0,1,1,1,-1,90468,92102,87828,102992,109491,112595,15437,25340,6448,5474,2190,2252,1
332,220000,2,2,2,30,0,1,0,1,0,0,100515,103537,94009,96913,117752,100244,56124,39418,34112,38939,54047,36165,0
333,310000,2,1,1,21,-1,-1,-1,0,-1,-1,66212,66079,63923,73897,68413,61600,46665,49406,44067,61614,46154,51120,0
334,290000,2,1,1,33,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,70000,2,3,1,34,0,0,-1,0,-1,-1,37374,35210,34292,32585,30158,24579,17274,14318,12797,13853,19729,13799,1
336,150000,1,1,2,41,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,80000,1,2,2,45,-1,-1,0,0,0,0,8119,9229,8292,8729,7904,8356,6452,7603,4979,5668,7619,4837,0
338,90000,2,3,2,41,1,0,2,1,-1,-1,26501,23891,22400,21308,21301,27838,7093,7762,6875,7797,8257,17752,1
339,120000,1,1,2,21,3,0,0,1,-1,0,60739,71036,71000,74289,91208,97352,20510,1421,18089,9563,25876,12282,1
340,60000,1,1,2,29,1,0,3,1,-1,1,44233,43382,49856,55787,67389,79443,14677,20234,19379,18981,32514,28535,0
341,160000,1,1,1,30,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342,50000,2,3,2,25,-1,0,0,-1,-1,0,12972,12345,12410,10420,11748,10755,3513,6850,7774,6448,5681,4839,1
343,120000,1,3,2,49,0,1,0,-1,0,0,25398,26139,26682,26429,25380,24514,13046,12912,14124,14545,14010,11302,0
344,80000,2,3,1,31,0,0,0,0,1,0,37304,32653,40720,38052,33811,29071,19236,19310,26888,19075,10380,16241,0
345,60000,2,2,2,26,2,3,3,3,0,2,58894,56633,46723,38914,37359,44449,7546,10140,8840,4694,747,2508,1
346,140000,2,2,2,40,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,140000,2,3,1,21,-1,-1,-1,0,-1,0,1091,1189,1207,990,952,1021,764,730,941,806,864,659,0
348,60000,1,3,1,26,2,0,0,1,-1,1,43214,45998,48409,43920,42128,33807,17528,18963,12385,7601,19057,12294,1
349,160000,2,1,3,39,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
350,80000,2,1,1,26,1,2,1,1,0,1,56947,68586,68201,68165,68291,57459,9505,3536,8316,1363,10904,13254,1
351,70000,1,2,2,50,0,1,-1,-1,0,1,35277,37505,40479,45314,44997,42627,12281,20268,16945,17904,15087,14127,1
352,110000,1,2,1,40,2,2,0,-1,1,0,45070,49730,58863,51935,52374,52407,15903,10588,19630,10945,28141,19699,1
353,190000,2,2,2,36,-1,-1,0,0,-1,-1,29335,34296,35163,33202,27150,25424,21258,21481,27883,32910,18551,15732,0
354,290000,2,1,1,37,0,2,1,1,0,0,199534,201938,203987,217644,230531,304842,75946,62566,55935,56360,61676,140650,0
355,50000,2,3,2,22,0,0,1,0,1,0,30345,22952,25997,27371,27855,32944,5943,9052,2909,8293,11337,5345,1
356,210000,2,1,1,35,0,0,-1,0,-1,0,75825,65138,66728,65490,78093,77368,45715,37184,26608,24089,31298,50271,0
357,80000,2,1,1,24,0,-1,0,0,-1,0,23668,23430,24598,23885,20146,21604,13079,13262,14441,7362,13974,16818,1
358,120000,2,2,2,46,0,-1,0,0,1,2,24466,22761,24895,23247,21282,15810,10836,8615,7101,11520,15528,7094,0
359,60000,1,3,2,54,-1,-1,-1,-1,-1,0,1371,1399,1462,1413,1493,1247,1090,1194,1089,1096,1390,1052,0
360,150000,1,2,2,24,1,-1,0,0,0,-1,83901,93650,94820,80800,76698,86047,35292,65909,40589,45476,50648,51621,0
361,70000,1,6,2,30,0,0,-1,-1,0,-1,15827,14961,15716,13274,16986,17533,11206,9812,9699,7110,10593,8749,0
362,100000,1,3,1,37,0,1,0,0,0,0,13125,10655,11642,13311,14983,16529,5266,4501,6044,6531,6906,6596,0
363,60000,1,1,2,46,0,0,0,0,1,0,60075,58188,54945,47836,51062,46243,13575,23944,7138,10015,13215,18744,1
364,90000,2,1,2,53,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
365,70000,2,1,1,35,-1,0,-1,-1,0,0,36166,40452,32923,28933,22296,19647,19954,30658,19512,12795,13671,13549,0
366,240000,1,2,1,48,2,2,2,2,0,0,193285,169223,146449,134950,153646,164700,19010,29279,2929,39595,44441,34639,1
367,70000,2,2,2,36,-1,-1,-1,-1,-1,0,7343,7379,6126,5397,4620,3214,5135,3911,4262,3716,3099,2167,0
368,200000,2,2,1,31,-1,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
369,90000,1,2,2,21,1,0,0,-1,0,-1,11552,13705,15107,14936,14756,16371,5188,10355,6933,6716,3608,6488,0
370,60000,1,1,2,29,3,1,2,0,2,0,24498,25048,23794,21965,23354,19745,9117,6294,6284,10392,7962,3986,1
371,130000,2,1,2,35,0,0,-1,-1,0,0,42492,34071,36093,37958,40875,41680,30099,14682,19873,26133,23764,31123,0
372,150000,2,2,1,31,2,1,1,0,2,2,76453,78210,77084,79918,74659,81610,19413,15464,12109,12962,11274,4598,1
373,60000,2,1,2,59,2,0,-1,0,1,-1,28884,38825,36884,39965,42658,49258,10240,11637,7583,14243,12417,7704,0
374,330000,1,1,1,38,0,0,0,0,0,0,234913,215398,208063,203319,214161,183767,62437,72574,68903,41258,38200,22577,1
375,270000,2,3,1,33,0,1,1,0,0,0,94419,89946,77160,72561,62218,55458,47757,30430,50511,18151,18356,15002,0
376,70000,2,2,1,21,3,3,3,3,3,1,64469,64643,65363,71810,86154,77408,1289,1293,1307,1436,1723,5923,0
377,150000,1,2,2,31,0,0,-1,-1,0,0,99235,91869,108487,112919,109547,134323,57521,62706,59334,58652,73096,94429,0
378,170000,2,1,1,30,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
379,90000,2,3,2,34,3,2,3,0,2,1,60137,62700,64090,64902,75445,75017,12834,4870,1282,12084,16048,1682,1
380,170000,1,3,2,52,1,0,0,-1,1,-1,20830,22264,22006,21554,20916,19707,11324,14479,15380,10156,14514,11757,0
381,70000,2,2,1,41,0,0,-1,0,0,-1,37863,36946,38172,41400,38579,46279,16748,20638,27962,17410,18422,28187,1
382,180000,1,1,2,38,2,2,1,0,1,0,146849,142645,141119,170751,181125,179941,42122,44351,64872,42132,28129,36384,0
383,110000,2,2,2,33,-1,-1,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
384,180000,2,2,1,32,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385,130000,1,3,2,38,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
386,80000,2,2,1,40,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
387,50000,1,3,1,41,1,0,0,0,-1,-1,31778,37433,37059,32261,31456,31638,12225,23748,19173,14796,16738,7482,0
388,90000,1,2,1,43,1,-1,-1,0,0,0,54067,69940,68132,76473,70398,70442,24298,23718,31413,28949,28788,20092,0
389,90000,1,2,2,43,0,0,0,0,0,1,66205,59404,50604,39543,41718,38970,23899,44487,19999,19255,20423,29246,0
390,240000,2,2,1,23,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
391,110000,2,1,2,38,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
392,190000,1,2,1,46,-1,0,-1,0,0,-1,77615,78718,84717,73503,87820,99126,45177,50926,41254,40563,40973,69506,0
393,50000,2,2,2,30,-1,1,-1,0,-1,0,6626,6394,5975,5965,6593,6563,4946,5790,3995,2775,3786,4177,1
394,70000,2,2,1,28,0,1,0,1,0,0,31486,30598,26588,27832,30242,31060,12645,14104,15673,10383,8541,15060,0
395,170000,2,2,1,21,-1,2,1,0,0,0,120547,142869,146069,114177,118714,115133,20426,82079,48505,79672,39101,82653,1
396,150000,1,1,2,27,0,0,0,0,0,0,104649,95412,98095,93912,96245,109040,52836,25445,39234,47004,46746,45016,0
397,100000,1,1,1,33,1,2,1,-1,0,-1,70734,70562,73390,65365,65566,62686,21279,23294,28496,35592,12739,15514,0
398,50000,2,2,1,45,0,0,0,0,0,-1,13908,13398,16421,16641,18492,14479,11328,6013,8646,8098,7899,8411,0
399,150000,1,1,1,22,0,2,2,0,-1,0,50031,59069,73103,80994,77137,71837,16454,22494,23139,45629,31329,36935,0
400,90000,2,1,1,45,-1,-1,-1,-1,0,0,10728,12114,12254,11496,10461,9335,5802,9005,7832,7397,8479,9335,0
401,150000,2,2,2,36,1,0,0,0,0,-1,49863,49373,47883,53286,60484,61066,26123,25061,15721,31158,35405,58923,0
402,90000,2,2,2,22,0,0,0,0,-1,0,43990,45811,39984,43980,38219,30719,9028,23671,7700,21979,17804,11666,0
403,80000,1,3,3,41,-1,1,0,1,0,0,70178,77630,87620,91589,86018,93368,19300,32296,36583,31851,27759,14203,1
404,90000,2,2,1,41,-1,1,0,0,0,-1,12504,11416,10674,10936,10597,10462,9102,5778,7611,6913,6814,7329,0
405,280000,2,2,2,37,1,1,0,0,0,1,136241,132708,152558,147279,172018,189874,68924,33404,84328,54901,99780,61224,0
406,80000,2,1,2,39,-1,-1,0,-1,-1,-1,6573,6243,4963,4515,5032,5445,4365,3391,3340,3126,3466,4176,0
407,60000,1,1,2,42,0,0,0,0,0,-1,21650,17955,17028,15382,12487,14457,15362,11713,8301,8777,7943,9208,0
408,120000,2,2,2,37,1,0,0,-1,0,0,87052,87766,74845,88137,97367,92490,28374,43523,36380,24533,27825,19607,0
409,50000,1,2,1,43,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,80000,1,2,2,24,-1,-1,-1,-1,-1,-1,7960,7471,7808,7214,9528,8258,7197,6701,6505,7214,6760,6054,0
411,290000,2,2,1,38,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
412,130000,2,1,1,38,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
413,90000,1,2,1,45,0,-1,-1,-1,-1,-1,1937,1488,1495,1314,1298,1420,1099,1488,882,928,1066,1148,0
414,300000,2,1,1,41,0,1,-1,0,-1,-1,175339,221934,206774,228147,283999,292308,38955,117414,160083,83276,107753,139560,0
415,120000,2,2,1,31,0,-1,0,-1,-1,-1,67463,68429,68501,72818,93418,99358,54031,49917,35313,43106,58049,71973,1
416,70000,2,2,2,40,0,-1,0,-1,0,0,24720,27034,23518,19069,18478,22759,12106,15455,10685,9680,6362,13468,0
417,130000,2,2,2,28,4,3,-1,0,0,-1,88375,91079,91294,100566,101572,88127,34408,7229,30099,30111,45418,18656,0
418,70000,2,2,2,27,1,-1,1,1,2,0,46009,48613,57021,48530,59126,43956,3932,17560,4851,1164,27082,879,1
419,110000,2,2,2,34,0,0,1,0,0,0,35792,31937,32182,27214,23990,21658,12910,17058,22470,18637,8742,4173,1
420,80000,1,2,1,26,1,5,0,1,2,1,50619,57900,61345,61998,56592,59235,16821,18527,17708,15776,9224,10117,1
421,40000,2,1,2,33,-1,0,2,-1,-1,0,6630,5982,6300,5607,4702,4949,3591,3177,2809,3277,2601,1795,0
422,180000,1,3,2,41,-1,-1,-1,-1,-1,-1,15889,19201,15591,16574,17967,18099,13233,19201,11479,12479,15232,11833,0
423,390000,2,2,2,43,-1,0,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
424,40000,2,2,2,25,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
425,260000,1,1,1,21,-1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
426,100000,1,1,2,26,-1,1,0,0,0,-1,35719,38329,39382,36128,34276,32815,21883,31576,26087,26855,24637,24740,0
427,70000,1,3,2,32,2,2,1,2,1,-1,41956,37020,31568,28669,31372,27334,12034,9743,2939,13383,11632,8771,1
428,100000,2,1,1,56,5,2,2,1,2,3,120628,119354,111907,99129,91452,122289,8076,18276,3151,6572,1829,2446,0
429,190000,2,2,1,29,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
430,110000,2,1,2,51,2,0,0,0,0,1,44499,34534,31378,31923,27184,25409,20215,13293,10658,21220,9760,11487,0
431,80000,1,1,1,42,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
432,90000,1,5,2,34,0,0,0,0,0,0,39314,40475,35776,33609,30882,33507,18504,19559,16491,10323,16116,16048,0
433,120000,1,2,1,34,-1,0,-1,-1,-1,-1,25093,22561,20396,20584,19868,18266,12366,7137,4543,10008,12144,9117,0
